,vmax,rob_gamma,cp
0,0.01,2.2803663292015064,0.01
1,0.019306977288832496,2.1465366575801457,0.01
2,0.0372759372031494,1.981093672841567,0.01
3,0.07196856730011521,1.7913378700362044,0.01
4,0.13894954943731375,1.5865273569618725,0.01
5,0.2682695795279725,1.377016923601982,0.01
6,0.517947467923121,1.1735089553648337,0.01
7,1.0,0.9859457413340801,0.01
8,1.9306977288832496,0.821792646671711,0.01
9,3.727593720314938,0.6844243026383732,0.01
10,7.196856730011514,0.5729894056595353,0.01
11,13.894954943731374,0.48393626158698194,0.01
12,26.826957952797247,0.4128879751425967,0.01
13,51.794746792312075,0.35581764941517097,0.01
14,100.0,0.30946464119024847,0.01
0,0.01,2.2801382974315376,0.019306977288832496
1,0.019306977288832496,2.1463114277951836,0.019306977288832496
2,0.0372759372031494,1.9808730881425831,0.019306977288832496
3,0.07196856730011521,1.7911242651077068,0.019306977288832496
4,0.13894954943731375,1.5863237056093207,0.019306977288832496
5,0.2682695795279725,1.3768267846670748,0.019306977288832496
6,0.517947467923121,1.1733361807487726,0.019306977288832496
7,1.0,0.9857936708105366,0.019306977288832496
8,1.9306977288832496,0.8216629171715515,0.019306977288832496
9,3.727593720314938,0.6843161246972373,0.019306977288832496
10,7.196856730011514,0.5729000334379479,0.019306977288832496
11,13.894954943731374,0.4838621770067812,0.019306977288832496
12,26.826957952797247,0.41282584486973367,0.019306977288832496
13,51.794746792312075,0.35576473373899203,0.019306977288832496
14,100.0,0.3094188338902139,0.019306977288832496
0,0.01,2.152458416753743,0.0372759372031494
1,0.019306977288832496,2.020337963845307,0.0372759372031494
2,0.0372759372031494,1.8576269114991177,0.0372759372031494
3,0.07196856730011521,1.6719767585626075,0.0372759372031494
4,0.13894954943731375,1.473012831216925,0.0372759372031494
5,0.2682695795279725,1.2714187152873597,0.0372759372031494
6,0.517947467923121,1.0780119127318981,0.0372759372031494
7,1.0,0.9023330993327667,0.0372759372031494
8,1.9306977288832496,0.7507713972506744,0.0372759372031494
9,3.727593720314938,0.6253246749159258,0.0372759372031494
10,7.196856730011514,0.5241431027668222,0.0372759372031494
11,13.894954943731374,0.443354391946946,0.0372759372031494
12,26.826957952797247,0.37874624630719156,0.0372759372031494
13,51.794746792312075,0.3266394903816281,0.0372759372031494
14,100.0,0.2841220577817073,0.0372759372031494
0,0.01,1.4934408098947682,0.07196856730011521
1,0.019306977288832496,1.2990546372342273,0.07196856730011521
2,0.0372759372031494,1.1073120395192615,0.07196856730011521
3,0.07196856730011521,0.9399111687570156,0.07196856730011521
4,0.13894954943731375,0.8044378580461541,0.07196856730011521
5,0.2682695795279725,0.6991999553430159,0.07196856730011521
6,0.517947467923121,0.6187382096455903,0.07196856730011521
7,1.0,0.557205302199621,0.07196856730011521
8,1.9306977288832496,0.5097071701996463,0.07196856730011521
9,3.727593720314938,0.4725379018392176,0.07196856730011521
10,7.196856730011514,0.4430089371424472,0.07196856730011521
11,13.894954943731374,0.4203779137416694,0.07196856730011521
12,26.826957952797247,0.4032940683611127,0.07196856730011521
13,51.794746792312075,0.38915045375435026,0.07196856730011521
14,100.0,0.3773465769499589,0.07196856730011521
0,0.01,2.1294422816284104,0.13894954943731375
1,0.019306977288832496,1.8113025405004328,0.13894954943731375
2,0.0372759372031494,1.425187061997805,0.13894954943731375
3,0.07196856730011521,1.128395793360393,0.13894954943731375
4,0.13894954943731375,0.9417496770397933,0.13894954943731375
5,0.2682695795279725,0.8242332887733727,0.13894954943731375
6,0.517947467923121,0.7480301644861103,0.13894954943731375
7,1.0,0.6960675057559979,0.13894954943731375
8,1.9306977288832496,0.659673569503784,0.13894954943731375
9,3.727593720314938,0.6337255772119263,0.13894954943731375
10,7.196856730011514,0.6169086546636863,0.13894954943731375
11,13.894954943731374,0.6069438834827849,0.13894954943731375
12,26.826957952797247,0.6005729123031383,0.13894954943731375
13,51.794746792312075,0.5972898067084073,0.13894954943731375
14,100.0,0.5969243506170802,0.13894954943731375
0,0.01,2.8938605837400635,0.2682695795279725
1,0.019306977288832496,2.270021616931626,0.2682695795279725
2,0.0372759372031494,1.3699178464858144,0.2682695795279725
3,0.07196856730011521,0.8353451193332586,0.2682695795279725
4,0.13894954943731375,0.6149768666747746,0.2682695795279725
5,0.2682695795279725,0.51498888975697,0.2682695795279725
6,0.517947467923121,0.46296282937444316,0.2682695795279725
7,1.0,0.4342860375670575,0.2682695795279725
8,1.9306977288832496,0.42285093478888347,0.2682695795279725
9,3.727593720314938,0.4244092736451609,0.2682695795279725
10,7.196856730011514,0.4275381441084967,0.2682695795279725
11,13.894954943731374,0.43187661077453904,0.2682695795279725
12,26.826957952797247,0.43745890576641105,0.2682695795279725
13,51.794746792312075,0.4445630345486768,0.2682695795279725
14,100.0,0.45368537101147915,0.2682695795279725
0,0.01,1.5086097378370484,0.517947467923121
1,0.019306977288832496,1.4268642242095764,0.517947467923121
2,0.0372759372031494,1.084826726326222,0.517947467923121
3,0.07196856730011521,0.6172333810976162,0.517947467923121
4,0.13894954943731375,0.3508796043319699,0.517947467923121
5,0.2682695795279725,0.21199136463292104,0.517947467923121
6,0.517947467923121,0.12400470185818366,0.517947467923121
7,1.0,0.061768550846326015,0.517947467923121
8,1.9306977288832496,0.016833999021836493,0.517947467923121
9,3.727593720314938,0.01761888591023687,0.517947467923121
10,7.196856730011514,0.042491844793094806,0.517947467923121
11,13.894954943731374,0.060806948004179726,0.517947467923121
12,26.826957952797247,0.07427319704523742,0.517947467923121
13,51.794746792312075,0.08413318172588745,0.517947467923121
