,KA,rob_gamma,cp
0,0.1,0.2979448702526861,0.1
1,0.16378937069540642,0.2979448702525711,0.1
2,0.2682695795279726,0.2979448702221639,0.1
3,0.43939705607607904,0.29794486602091663,0.1
4,0.7196856730011519,0.2979443621530036,0.1
5,1.1787686347935873,0.29788399386143466,0.1
6,1.9306977288832496,0.2907915629470604,0.1
7,3.1622776601683795,0.11473513291092848,0.1
8,5.17947467923121,0.34490758022395074,0.1
9,8.483428982440717,0.6169681187904266,0.1
10,13.894954943731374,0.9949253425399956,0.1
11,22.758459260747887,1.0008816553309283,0.1
12,37.27593720314938,1.0009317586373347,0.1
13,61.054022965853264,1.0009321767795107,0.1
14,100.0,1.0009321802689246,0.1
0,0.1,0.2979448702545558,0.16378937069540642
1,0.16378937069540642,0.2979448702527962,0.16378937069540642
2,0.2682695795279726,0.2979448702525712,0.16378937069540642
3,0.43939705607607904,0.29794487022208643,0.16378937069540642
4,0.7196856730011519,0.29794484500966906,0.16378937069540642
5,1.1787686347935873,0.29794436215284065,0.16378937069540642
6,1.9306977288832496,0.29788399386143705,0.16378937069540642
7,3.1622776601683795,0.2907915629462777,0.16378937069540642
8,5.17947467923121,0.11473513291092989,0.16378937069540642
9,8.483428982440717,0.3449075802239507,0.16378937069540642
10,13.894954943731374,0.6169681187904281,0.16378937069540642
11,22.758459260747887,0.994925342539996,0.16378937069540642
12,37.27593720314938,1.0008816553309297,0.16378937069540642
13,61.054022965853264,1.0009317586373347,0.16378937069540642
14,100.0,1.0009321767795107,0.16378937069540642
0,0.1,0.29794487025304756,0.2682695795279726
1,0.16378937069540642,0.2979448702545559,0.2682695795279726
2,0.2682695795279726,0.2979448702527961,0.2682695795279726
3,0.43939705607607904,0.2979448702525712,0.2682695795279726
4,0.7196856730011519,0.2979448702207832,0.2682695795279726
5,1.1787686347935873,0.29794486601647063,0.2682695795279726
6,1.9306977288832496,0.29794436215284475,0.2682695795279726
7,3.1622776601683795,0.2978839938614368,0.2682695795279726
8,5.17947467923121,0.29079156294708136,0.2682695795279726
9,8.483428982440717,0.11473513291092774,0.2682695795279726
10,13.894954943731374,0.3449075802239505,0.2682695795279726
11,22.758459260747887,0.6169681187904281,0.2682695795279726
12,37.27593720314938,0.994925342539996,0.2682695795279726
13,61.054022965853264,1.0008816553309283,0.2682695795279726
14,100.0,1.0009317586373347,0.2682695795279726
0,0.1,0.29794487025279054,0.43939705607607904
1,0.16378937069540642,0.29794487025304756,0.43939705607607904
2,0.2682695795279726,0.2979448702545656,0.43939705607607904
3,0.43939705607607904,0.29794487025267025,0.43939705607607904
4,0.7196856730011519,0.2979448702525713,0.43939705607607904
5,1.1787686347935873,0.29794487022204025,0.43939705607607904
6,1.9306977288832496,0.29794486601647047,0.43939705607607904
7,3.1622776601683795,0.2979443621528384,0.43939705607607904
8,5.17947467923121,0.29788399386143666,0.43939705607607904
9,8.483428982440717,0.2907915629267242,0.43939705607607904
10,13.894954943731374,0.11473513291092848,0.43939705607607904
11,22.758459260747887,0.34490758022395,0.43939705607607904
12,37.27593720314938,0.6169681187904267,0.43939705607607904
13,61.054022965853264,0.9949253425399968,0.43939705607607904
14,100.0,1.0008816553309297,0.43939705607607904
0,0.1,0.2979448702526598,0.7196856730011519
1,0.16378937069540642,0.2979448702527904,0.7196856730011519
2,0.2682695795279726,0.297944870253047,0.7196856730011519
3,0.43939705607607904,0.29794487025456123,0.7196856730011519
4,0.7196856730011519,0.29794487025279637,0.7196856730011519
5,1.1787686347935873,0.29794487025257116,0.7196856730011519
6,1.9306977288832496,0.29794487022205135,0.7196856730011519
7,3.1622776601683795,0.29794486601647885,0.7196856730011519
8,5.17947467923121,0.2979443621528387,0.7196856730011519
9,8.483428982440717,0.29788399386143705,0.7196856730011519
10,13.894954943731374,0.29079156303454845,0.7196856730011519
11,22.758459260747887,0.1147351329109292,0.7196856730011519
12,37.27593720314938,0.34490758022395057,0.7196856730011519
13,61.054022965853264,0.6169681187904278,0.7196856730011519
14,100.0,0.9949253425399956,0.7196856730011519
0,0.1,0.2979448701298893,1.1787686347935873
1,0.16378937069540642,0.2979448702524521,1.1787686347935873
2,0.2682695795279726,0.29794487025325894,1.1787686347935873
3,0.43939705607607904,0.297944870253058,1.1787686347935873
4,0.7196856730011519,0.29794487025503547,1.1787686347935873
5,1.1787686347935873,0.2979448702578921,1.1787686347935873
6,1.9306977288832496,0.2979448702724904,1.1787686347935873
7,3.1622776601683795,0.29794487016342175,1.1787686347935873
8,5.17947467923121,0.29794486601282105,1.1787686347935873
9,8.483428982440717,0.29794436215205283,1.1787686347935873
10,13.894954943731374,0.297883993878169,1.1787686347935873
11,22.758459260747887,0.29079156342068735,1.1787686347935873
12,37.27593720314938,0.11473513291094023,1.1787686347935873
13,61.054022965853264,0.344907580224442,1.1787686347935873
14,100.0,0.6169681187906183,1.1787686347935873
0,0.1,0.29794486990563385,1.9306977288832496
1,0.16378937069540642,0.2979448702545999,1.9306977288832496
2,0.2682695795279726,0.2979448702586341,1.9306977288832496
3,0.43939705607607904,0.2979448702525451,1.9306977288832496
4,0.7196856730011519,0.2979448702530499,1.9306977288832496
5,1.1787686347935873,0.29794487062697095,1.9306977288832496
6,1.9306977288832496,0.2979448702538921,1.9306977288832496
7,3.1622776601683795,0.29794487024195127,1.9306977288832496
8,5.17947467923121,0.2979448702178058,1.9306977288832496
9,8.483428982440717,0.2979448660128799,1.9306977288832496
10,13.894954943731374,0.2979443617738535,1.9306977288832496
11,22.758459260747887,0.29788399384586817,1.9306977288832496
12,37.27593720314938,0.2907915629467972,1.9306977288832496
13,61.054022965853264,0.11473513291094692,1.9306977288832496
14,100.0,0.34490758022390383,1.9306977288832496
0,0.1,0.2979448702528338,3.1622776601683795
1,0.16378937069540642,0.2979448703530249,3.1622776601683795
2,0.2682695795279726,0.2979448702528357,3.1622776601683795
3,0.43939705607607904,0.29794487025259914,3.1622776601683795
4,0.7196856730011519,0.2979448702529503,3.1622776601683795
5,1.1787686347935873,0.2979448702530517,3.1622776601683795
6,1.9306977288832496,0.29794487065445463,3.1622776601683795
7,3.1622776601683795,0.2979448702527309,3.1622776601683795
8,5.17947467923121,0.2979448702524848,3.1622776601683795
9,8.483428982440717,0.29794487022955435,3.1622776601683795
10,13.894954943731374,0.2979448660126702,3.1622776601683795
11,22.758459260747887,0.2979443621521214,3.1622776601683795
12,37.27593720314938,0.2978839938615078,3.1622776601683795
13,61.054022965853264,0.29079156313936294,3.1622776601683795
14,100.0,0.1147351329107899,3.1622776601683795
0,0.1,0.2979448700938326,5.17947467923121
1,0.16378937069540642,0.29794487023666144,5.17947467923121
2,0.2682695795279726,0.29794487025408567,5.17947467923121
3,0.43939705607607904,0.29794487025279726,5.17947467923121
4,0.7196856730011519,0.29794487025277266,5.17947467923121
5,1.1787686347935873,0.29794486987405994,5.17947467923121
6,1.9306977288832496,0.2979448702327104,5.17947467923121
7,3.1622776601683795,0.2979448702524232,5.17947467923121
8,5.17947467923121,0.29794487025211835,5.17947467923121
9,8.483428982440717,0.29794487025250993,5.17947467923121
10,13.894954943731374,0.29794487021740435,5.17947467923121
11,22.758459260747887,0.29794486601139886,5.17947467923121
12,37.27593720314938,0.2979443621518173,5.17947467923121
13,61.054022965853264,0.2978839938614319,5.17947467923121
14,100.0,0.2907915629475331,5.17947467923121
0,0.1,0.29794487025201305,8.483428982440717
1,0.16378937069540642,0.2979448704276906,8.483428982440717
2,0.2682695795279726,0.2979448702527708,8.483428982440717
3,0.43939705607607904,0.2979448705404459,8.483428982440717
4,0.7196856730011519,0.2979448702087404,8.483428982440717
5,1.1787686347935873,0.29794487024546495,8.483428982440717
6,1.9306977288832496,0.2979448702527039,8.483428982440717
7,3.1622776601683795,0.2979448702527921,8.483428982440717
8,5.17947467923121,0.29794487026090605,8.483428982440717
9,8.483428982440717,0.297944870242476,8.483428982440717
10,13.894954943731374,0.2979448702525035,8.483428982440717
11,22.758459260747887,0.29794487021728194,8.483428982440717
12,37.27593720314938,0.29794486601146636,8.483428982440717
13,61.054022965853264,0.29794436215243464,8.483428982440717
14,100.0,0.29788399384588693,8.483428982440717
0,0.1,0.29794487011021137,13.894954943731374
1,0.16378937069540642,0.29794487022292143,13.894954943731374
2,0.2682695795279726,0.2979448702521918,13.894954943731374
3,0.43939705607607904,0.29794487024705435,13.894954943731374
4,0.7196856730011519,0.2979448702528292,13.894954943731374
5,1.1787686347935873,0.29794487025227334,13.894954943731374
