,cp,plat,vmax
0,0.1,100.0,0.1
1,0.21544346900318834,100.0,0.1
2,0.46415888336127786,16.23776739188721,0.1
3,1.0,0.6158482110660264,0.1
4,2.1544346900318834,0.6158482110660264,0.1
5,4.6415888336127775,0.6158482110660264,0.1
6,10.0,0.6158482110660264,0.1
7,21.54434690031882,0.6158482110660264,0.1
8,46.41588833612777,0.6158482110660264,0.1
9,100.0,0.6158482110660264,0.1
0,0.1,100.0,0.21544346900318834
1,0.21544346900318834,100.0,0.21544346900318834
2,0.46415888336127786,16.23776739188721,0.21544346900318834
3,1.0,0.42813323987193935,0.21544346900318834
4,2.1544346900318834,0.42813323987193935,0.21544346900318834
5,4.6415888336127775,0.42813323987193935,0.21544346900318834
6,10.0,0.42813323987193935,0.21544346900318834
7,21.54434690031882,0.42813323987193935,0.21544346900318834
8,46.41588833612777,0.42813323987193935,0.21544346900318834
9,100.0,0.42813323987193935,0.21544346900318834
0,0.1,100.0,0.46415888336127786
1,0.21544346900318834,100.0,0.46415888336127786
2,0.46415888336127786,11.288378916846883,0.46415888336127786
3,1.0,0.29763514416313175,0.46415888336127786
4,2.1544346900318834,0.29763514416313175,0.46415888336127786
5,4.6415888336127775,0.29763514416313175,0.46415888336127786
6,10.0,0.29763514416313175,0.46415888336127786
7,21.54434690031882,0.29763514416313175,0.46415888336127786
8,46.41588833612777,0.29763514416313175,0.46415888336127786
9,100.0,0.29763514416313175,0.46415888336127786
0,0.1,100.0,1.0
1,0.21544346900318834,100.0,1.0
2,0.46415888336127786,11.288378916846883,1.0
3,1.0,0.29763514416313175,1.0
4,2.1544346900318834,0.29763514416313175,1.0
5,4.6415888336127775,0.29763514416313175,1.0
6,10.0,0.29763514416313175,1.0
7,21.54434690031882,0.29763514416313175,1.0
8,46.41588833612777,0.29763514416313175,1.0
9,100.0,0.29763514416313175,1.0
0,0.1,100.0,2.1544346900318834
1,0.21544346900318834,100.0,2.1544346900318834
2,0.46415888336127786,11.288378916846883,2.1544346900318834
3,1.0,0.29763514416313175,2.1544346900318834
4,2.1544346900318834,0.29763514416313175,2.1544346900318834
5,4.6415888336127775,0.29763514416313175,2.1544346900318834
6,10.0,0.29763514416313175,2.1544346900318834
7,21.54434690031882,0.29763514416313175,2.1544346900318834
8,46.41588833612777,0.29763514416313175,2.1544346900318834
9,100.0,0.29763514416313175,2.1544346900318834
0,0.1,100.0,4.6415888336127775
1,0.21544346900318834,100.0,4.6415888336127775
2,0.46415888336127786,11.288378916846883,4.6415888336127775
3,1.0,0.29763514416313175,4.6415888336127775
4,2.1544346900318834,0.29763514416313175,4.6415888336127775
5,4.6415888336127775,0.29763514416313175,4.6415888336127775
6,10.0,0.29763514416313175,4.6415888336127775
7,21.54434690031882,0.29763514416313175,4.6415888336127775
8,46.41588833612777,0.29763514416313175,4.6415888336127775
9,100.0,0.29763514416313175,4.6415888336127775
0,0.1,100.0,10.0
1,0.21544346900318834,100.0,10.0
2,0.46415888336127786,11.288378916846883,10.0
3,1.0,0.29763514416313175,10.0
4,2.1544346900318834,0.29763514416313175,10.0
5,4.6415888336127775,0.29763514416313175,10.0
6,10.0,0.29763514416313175,10.0
7,21.54434690031882,0.29763514416313175,10.0
8,46.41588833612777,0.29763514416313175,10.0
9,100.0,0.29763514416313175,10.0
0,0.1,100.0,21.54434690031882
1,0.21544346900318834,100.0,21.54434690031882
2,0.46415888336127786,11.288378916846883,21.54434690031882
3,1.0,0.42813323987193935,21.54434690031882
4,2.1544346900318834,0.42813323987193935,21.54434690031882
5,4.6415888336127775,0.42813323987193935,21.54434690031882
6,10.0,0.42813323987193935,21.54434690031882
7,21.54434690031882,0.42813323987193935,21.54434690031882
8,46.41588833612777,0.42813323987193935,21.54434690031882
9,100.0,0.42813323987193935,21.54434690031882
0,0.1,100.0,46.41588833612777
1,0.21544346900318834,100.0,46.41588833612777
2,0.46415888336127786,11.288378916846883,46.41588833612777
3,1.0,0.6158482110660264,46.41588833612777
4,2.1544346900318834,0.6158482110660264,46.41588833612777
5,4.6415888336127775,0.6158482110660264,46.41588833612777
6,10.0,0.6158482110660264,46.41588833612777
7,21.54434690031882,0.6158482110660264,46.41588833612777
8,46.41588833612777,0.6158482110660264,46.41588833612777
9,100.0,0.6158482110660264,46.41588833612777
0,0.1,100.0,100.0
1,0.21544346900318834,100.0,100.0
2,0.46415888336127786,11.288378916846883,100.0
3,1.0,0.8858667904100825,100.0
4,2.1544346900318834,0.8858667904100825,100.0
5,4.6415888336127775,0.8858667904100825,100.0
6,10.0,0.8858667904100825,100.0
7,21.54434690031882,0.8858667904100825,100.0
8,46.41588833612777,0.8858667904100825,100.0
9,100.0,0.8858667904100825,100.0
