,Kl,rob_gamma,vmax
12,37.27593720314938,1.1488310515999702,0.2682695795279726
13,61.054022965853264,1.477797589708573,0.2682695795279726
14,100.0,1.5261244922032076,0.2682695795279726
0,0.1,0.023880713151137028,0.43939705607607904
1,0.16378937069540642,0.01718495230347409,0.43939705607607904
2,0.2682695795279726,0.02882155446907795,0.43939705607607904
3,0.43939705607607904,0.18559271785446513,0.43939705607607904
4,0.7196856730011519,0.4187635820693082,0.43939705607607904
5,1.1787686347935873,0.4589044589688552,0.43939705607607904
6,1.9306977288832496,0.3925093290044146,0.43939705607607904
7,3.1622776601683795,0.3468815539571138,0.43939705607607904
8,5.17947467923121,0.32972724750336185,0.43939705607607904
9,8.483428982440717,0.3370442733065196,0.43939705607607904
10,13.894954943731374,0.37457407821351857,0.43939705607607904
11,22.758459260747887,0.46941234191653725,0.43939705607607904
12,37.27593720314938,0.7069223691878668,0.43939705607607904
13,61.054022965853264,1.1707545793846577,0.43939705607607904
14,100.0,1.4837348821587342,0.43939705607607904
0,0.1,0.024148490612001552,0.7196856730011519
1,0.16378937069540642,0.018369730406949766,0.7196856730011519
2,0.2682695795279726,0.022183794559930817,0.7196856730011519
3,0.43939705607607904,0.15011837062625588,0.7196856730011519
4,0.7196856730011519,0.34701047981786043,0.7196856730011519
5,1.1787686347935873,0.4008853205528997,0.7196856730011519
6,1.9306977288832496,0.3601563623323518,0.7196856730011519
7,3.1622776601683795,0.3245523899696555,0.7196856730011519
8,5.17947467923121,0.30749111079975044,0.7196856730011519
9,8.483428982440717,0.3068799153187298,0.7196856730011519
10,13.894954943731374,0.32390489131618433,0.7196856730011519
11,22.758459260747887,0.3679045518253698,0.7196856730011519
12,37.27593720314938,0.46867993848319767,0.7196856730011519
13,61.054022965853264,0.7150816323254319,0.7196856730011519
14,100.0,1.1843620863281994,0.7196856730011519
0,0.1,0.02447977669264742,1.1787686347935873
1,0.16378937069540642,0.01994778356237236,1.1787686347935873
2,0.2682695795279726,0.014517129058740327,1.1787686347935873
3,0.43939705607607904,0.11094423588601797,1.1787686347935873
4,0.7196856730011519,0.2765289268983817,1.1787686347935873
5,1.1787686347935873,0.3463008815554013,1.1787686347935873
6,1.9306977288832496,0.3299129612907191,1.1787686347935873
7,3.1622776601683795,0.3051455591448149,1.1787686347935873
8,5.17947467923121,0.290570995150596,1.1787686347935873
9,8.483428982440717,0.28690043517988534,1.1787686347935873
10,13.894954943731374,0.2943659274280345,1.1787686347935873
11,22.758459260747887,0.3164852255190259,1.1787686347935873
12,37.27593720314938,0.36411478881132237,1.1787686347935873
13,61.054022965853264,0.46843842051180246,1.1787686347935873
14,100.0,0.7203460606503902,1.1787686347935873
0,0.1,0.024835990793575326,1.9306977288832496
1,0.16378937069540642,0.021643767900975948,1.9306977288832496
2,0.2682695795279726,0.009550242622714129,1.9306977288832496
3,0.43939705607607904,0.07115389022515077,1.9306977288832496
4,0.7196856730011519,0.20778412841383412,1.9306977288832496
5,1.1787686347935873,0.2926258128859371,1.9306977288832496
6,1.9306977288832496,0.29987786902073305,1.9306977288832496
7,3.1622776601683795,0.28687824346034374,1.9306977288832496
8,5.17947467923121,0.2764288236367607,1.9306977288832496
9,8.483428982440717,0.272400003449112,1.9306977288832496
10,13.894954943731374,0.2754633604016254,1.9306977288832496
11,22.758459260747887,0.2872099931805197,1.9306977288832496
12,37.27593720314938,0.31216531713467227,1.9306977288832496
13,61.054022965853264,0.3619027178332862,1.9306977288832496
14,100.0,0.46836822168233666,1.9306977288832496
0,0.1,0.025164060657837283,3.1622776601683795
1,0.16378937069540642,0.023312799077995685,3.1622776601683795
2,0.2682695795279726,0.015079539489459977,3.1622776601683795
3,0.43939705607607904,0.03469265741720581,3.1622776601683795
4,0.7196856730011519,0.14113953905486204,3.1622776601683795
5,1.1787686347935873,0.2369491555136827,3.1622776601683795
6,1.9306977288832496,0.2678627259890003,3.1622776601683795
7,3.1622776601683795,0.2681208930098684,3.1622776601683795
8,5.17947467923121,0.2633009816843318,3.1622776601683795
9,8.483428982440717,0.2607102865057234,3.1622776601683795
10,13.894954943731374,0.26217770197082885,3.1622776601683795
11,22.758459260747887,0.2688689951786423,3.1622776601683795
12,37.27593720314938,0.2830107858081637,3.1622776601683795
13,61.054022965853264,0.3096030502927797,3.1622776601683795
14,100.0,0.3605893341944143,3.1622776601683795
0,0.1,0.02540445657333118,5.17947467923121
1,0.16378937069540642,0.024507443288942703,5.17947467923121
2,0.2682695795279726,0.020128100208322994,5.17947467923121
3,0.43939705607607904,0.011661869494958026,5.17947467923121
4,0.7196856730011519,0.07896960216874613,5.17947467923121
5,1.1787686347935873,0.17638366959955248,5.17947467923121
6,1.9306977288832496,0.23094139075345457,5.17947467923121
7,3.1622776601683795,0.24697369585412668,5.17947467923121
8,5.17947467923121,0.24966008459835543,5.17947467923121
9,8.483428982440717,0.2500592431561133,5.17947467923121
10,13.894954943731374,0.2517522019652322,5.17947467923121
11,22.758459260747887,0.256240290088263,5.17947467923121
12,37.27593720314938,0.2649801523613944,5.17947467923121
13,61.054022965853264,0.2805079472104496,5.17947467923121
14,100.0,0.3080660384863167,5.17947467923121
0,0.1,0.02553612604927121,8.483428982440717
1,0.16378937069540642,0.02517983352198654,8.483428982440717
2,0.2682695795279726,0.023393687901379523,8.483428982440717
3,0.43939705607607904,0.0154936524194312,8.483428982440717
4,0.7196856730011519,0.027823535865301,8.483428982440717
5,1.1787686347935873,0.11045179781547902,8.483428982440717
6,1.9306977288832496,0.18508731987503063,8.483428982440717
7,3.1622776601683795,0.22069460404716157,8.483428982440717
8,5.17947467923121,0.23375738101312984,8.483428982440717
9,8.483428982440717,0.23896725733878796,8.483428982440717
10,13.894954943731374,0.242404496487691,8.483428982440717
11,22.758459260747887,0.2465101807593679,8.483428982440717
12,37.27593720314938,0.2527236615427783,8.483428982440717
13,61.054022965853264,0.2626553762758821,8.483428982440717
14,100.0,0.27900206499941904,8.483428982440717
0,0.1,0.02559197693758796,13.894954943731374
1,0.16378937069540642,0.025479253879033138,13.894954943731374
2,0.2682695795279726,0.0248808435148401,13.894954943731374
3,0.43939705607607904,0.021922471658654612,13.894954943731374
4,0.7196856730011519,0.010722892077568307,13.894954943731374
5,1.1787686347935873,0.046988066070101954,13.894954943731374
6,1.9306977288832496,0.12659868684527537,13.894954943731374
7,3.1622776601683795,0.18492267864444006,13.894954943731374
8,5.17947467923121,0.21301427428415265,13.894954943731374
9,8.483428982440717,0.22577202820564674,13.894954943731374
10,13.894954943731374,0.23268026393893437,13.894954943731374
11,22.758459260747887,0.23788843410265,13.894954943731374
12,37.27593720314938,0.24339179610695744,13.894954943731374
13,61.054022965853264,0.2506159444757943,13.894954943731374
14,100.0,0.2612540972453591,13.894954943731374
0,0.1,0.025610819261864058,22.758459260747887
1,0.16378937069540642,0.025580490853696045,22.758459260747887
2,0.2682695795279726,0.025417633602756246,22.758459260747887
3,0.43939705607607904,0.02457201959012336,22.758459260747887
4,0.7196856730011519,0.020463511256364985,22.758459260747887
5,1.1787686347935873,0.00956401844756455,22.758459260747887
6,1.9306977288832496,0.06030723417422866,22.758459260747887
7,3.1622776601683795,0.13393724175733324,22.758459260747887
8,5.17947467923121,0.1830655630553025,22.758459260747887
9,8.483428982440717,0.2080102129427571,22.758459260747887
10,13.894954943731374,0.22096818979031085,22.758459260747887
11,22.758459260747887,0.2289349697456653,22.758459260747887
12,37.27593720314938,0.2351889969926794,22.758459260747887
13,61.054022965853264,0.24151788163437501,22.758459260747887
14,100.0,0.2493435141713213,22.758459260747887
0,0.1,0.025616099376853937,37.27593720314938
1,0.16378937069540642,0.0256088838509552,37.27593720314938
2,0.2682695795279726,0.02557008760765845,37.27593720314938
3,0.43939705607607904,0.025361888409272237,37.27593720314938
4,0.7196856730011519,0.02429418765163335,37.27593720314938
5,1.1787686347935873,0.0192330186540282,37.27593720314938
6,1.9306977288832496,0.012654007110840986,37.27593720314938
7,3.1622776601683795,0.06861872016959226,37.27593720314938
8,5.17947467923121,0.13726147187266302,37.27593720314938
9,8.483428982440717,0.1813845406541449,37.27593720314938
10,13.894954943731374,0.2048795297080058,37.27593720314938
11,22.758459260747887,0.21806895022193146,37.27593720314938
12,37.27593720314938,0.2266834719789506,37.27593720314938
13,61.054022965853264,0.23356219459130842,37.27593720314938
14,100.0,0.24038481832158592,37.27593720314938
0,0.1,0.025617388741505334,61.054022965853264
1,0.16378937069540642,0.025615814105977963,61.054022965853264
2,0.2682695795279726,0.025607349783127266,61.054022965853264
3,0.43939705607607904,0.025561843191601392,61.054022965853264
4,0.7196856730011519,0.025317759529874376,61.054022965853264
5,1.1787686347935873,0.024075386547455044,61.054022965853264
6,1.9306977288832496,0.01829157326226178,61.054022965853264
7,3.1622776601683795,0.015428593043797355,61.054022965853264
8,5.17947467923121,0.0736155582313912,61.054022965853264
9,8.483428982440717,0.13883779800052642,61.054022965853264
10,13.894954943731374,0.18018124306867483,61.054022965853264
11,22.758459260747887,0.20294835196710928,61.054022965853264
12,37.27593720314938,0.21631274467244457,61.054022965853264
13,61.054022965853264,0.22532200761754342,61.054022965853264
14,100.0,0.23257685423106486,61.054022965853264
0,0.1,0.02561767338593971,100.0
1,0.16378937069540642,0.025617349528584767,100.0
2,0.2682695795279726,0.02561560818791386,100.0
3,0.43939705607607904,0.02560624183962591,100.0
4,0.7196856730011519,0.025555889788821843,100.0
5,1.1787686347935873,0.025285920808703524,100.0
6,1.9306977288832496,0.0239181807132875,100.0
7,3.1622776601683795,0.01763010352006326,100.0
8,5.17947467923121,0.017281847957297255,100.0
9,8.483428982440717,0.07659932407794817,100.0
10,13.894954943731374,0.13963053484841215,100.0
11,22.758459260747887,0.1793868277707286,100.0
12,37.27593720314938,0.2017636643385643,100.0
13,61.054022965853264,0.21524596134215024,100.0
14,100.0,0.22449569589468163,100.0
