,vmax,rob_gamma,cp
0,0.1,2.057739250686882,0.5
1,0.16378937069540642,1.8494829774667743,0.5
2,0.2682695795279726,1.7324721792844695,0.5
3,0.43939705607607904,1.6622071812812955,0.5
4,0.7196856730011519,1.6173764524192629,0.5
5,1.1787686347935873,1.587285882807805,0.5
6,1.9306977288832496,1.5662398367185997,0.5
7,3.1622776601683795,1.551058073888528,0.5
8,5.17947467923121,1.5399087930847046,0.5
9,8.483428982440717,1.5317213599230235,0.5
10,13.894954943731374,1.5258739010691806,0.5
11,22.758459260747887,1.5220212544811014,0.5
12,37.27593720314938,1.5199996222446888,0.5
13,61.054022965853264,1.5197761002619212,0.5
14,100.0,1.521427001436879,0.5
0,0.1,1.147258392925213,0.7300108075456557
1,0.16378937069540642,1.0616524836169599,0.7300108075456557
2,0.2682695795279726,1.049669377674563,0.7300108075456557
3,0.43939705607607904,1.0584538359837063,0.7300108075456557
4,0.7196856730011519,1.079102769793934,0.7300108075456557
5,1.1787686347935873,1.0965725255506111,0.7300108075456557
6,1.9306977288832496,1.1112059975957618,0.7300108075456557
7,3.1622776601683795,1.1236516167987918,0.7300108075456557
8,5.17947467923121,1.1342990010294125,0.7300108075456557
9,8.483428982440717,1.1434454442702824,0.7300108075456557
10,13.894954943731374,1.1513591188433259,0.7300108075456557
11,22.758459260747887,1.158300242742024,0.7300108075456557
12,37.27593720314938,1.164527580422249,0.7300108075456557
13,61.054022965853264,1.1703027829073858,0.7300108075456557
14,100.0,1.17589869218821,0.7300108075456557
0,0.1,1.3743636296937594,1.0658315582669209
1,0.16378937069540642,1.1800017478931537,1.0658315582669209
2,0.2682695795279726,1.0899119993935598,1.0658315582669209
3,0.43939705607607904,1.0394523655764518,1.0658315582669209
4,0.7196856730011519,1.011227223910496,1.0658315582669209
5,1.1787686347935873,1.0181801780037654,1.0658315582669209
6,1.9306977288832496,1.0366810257116386,1.0658315582669209
7,3.1622776601683795,1.0522950136754772,1.0658315582669209
8,5.17947467923121,1.0651172900878456,1.0658315582669209
9,8.483428982440717,1.0756339594669249,1.0658315582669209
10,13.894954943731374,1.0842054156701142,1.0658315582669209
11,22.758459260747887,1.0911212126100303,1.0658315582669209
12,37.27593720314938,1.0966196339441001,1.0658315582669209
13,61.054022965853264,1.1008918352906516,1.0658315582669209
