,time,species,concentration,factor,circuit
10000,0.0,H,0.0,0.5,RQS_layered
10001,0.1000100010001,H,2.572543856388877e-08,0.5,RQS_layered
10002,0.2000200020002,H,5.44632425983229e-07,0.5,RQS_layered
10003,0.3000300030003,H,3.2414447941316476e-06,0.5,RQS_layered
10004,0.4000400040004,H,1.1469875858483694e-05,0.5,RQS_layered
10005,0.5000500050005,H,3.0508969213884927e-05,0.5,RQS_layered
10006,0.6000600060006,H,6.770915165531724e-05,0.5,RQS_layered
10007,0.7000700070007,H,0.0001325326734678851,0.5,RQS_layered
10008,0.8000800080008,H,0.0002364780571672128,0.5,RQS_layered
10009,0.9000900090009001,H,0.0003928767125670612,0.5,RQS_layered
10010,1.000100010001,H,0.0006165554786238896,0.5,RQS_layered
10011,1.1001100110011,H,0.0009233702394831321,0.5,RQS_layered
10012,1.2001200120012,H,0.001329631050556921,0.5,RQS_layered
10013,1.3001300130013,H,0.00185145463391244,0.5,RQS_layered
10014,1.4001400140014,H,0.002504093720899638,0.5,RQS_layered
10015,1.5001500150015001,H,0.003301299875679783,0.5,RQS_layered
10016,1.6001600160016,H,0.004254775165426954,0.5,RQS_layered
10017,1.7001700170017,H,0.005373758062875292,0.5,RQS_layered
10018,1.8001800180018002,H,0.006664773168824887,0.5,RQS_layered
10019,1.9001900190019,H,0.008131551301294655,0.5,RQS_layered
10020,2.000200020002,H,0.009775110206155787,0.5,RQS_layered
10021,2.1002100210021,H,0.011593968883925084,0.5,RQS_layered
10022,2.2002200220022,H,0.0135844584260492,0.5,RQS_layered
10023,2.3002300230023,H,0.015741090546131726,0.5,RQS_layered
10024,2.4002400240024,H,0.018056948239209586,0.5,RQS_layered
10025,2.5002500250025,H,0.020524069316707153,0.5,RQS_layered
10026,2.6002600260026,H,0.02313379605199186,0.5,RQS_layered
10027,2.7002700270027002,H,0.025877084524879506,0.5,RQS_layered
10028,2.8002800280028,H,0.028744762659624164,0.5,RQS_layered
10029,2.9002900290029,H,0.03172773653210154,0.5,RQS_layered
10030,3.0003000300030003,H,0.03481714434179417,0.5,RQS_layered
10031,3.1003100310031,H,0.038004485689966304,0.5,RQS_layered
10032,3.2003200320032,H,0.041281683043373076,0.5,RQS_layered
10033,3.3003300330033003,H,0.04464114251332182,0.5,RQS_layered
10034,3.4003400340034,H,0.04807577048553358,0.5,RQS_layered
10035,3.5003500350035,H,0.05157898256265604,0.5,RQS_layered
10036,3.6003600360036003,H,0.055144700070966876,0.5,RQS_layered
10037,3.7003700370037,H,0.05876732915979056,0.5,RQS_layered
10038,3.8003800380038,H,0.06244173868558843,0.5,RQS_layered
10039,3.9003900390039004,H,0.06616323220046574,0.5,RQS_layered
10040,4.000400040004,H,0.06992752385100338,0.5,RQS_layered
10041,4.1004100410041,H,0.0737307084757808,0.5,RQS_layered
10042,4.2004200420042,H,0.07756921910846194,0.5,RQS_layered
10043,4.3004300430043,H,0.08143981245256843,0.5,RQS_layered
10044,4.4004400440044,H,0.08533953541905549,0.5,RQS_layered
10045,4.5004500450045,H,0.0892656978755184,0.5,RQS_layered
10046,4.6004600460046,H,0.09321585502026432,0.5,RQS_layered
10047,4.7004700470047,H,0.09718777610317682,0.5,RQS_layered
10048,4.8004800480048,H,0.10117943328877413,0.5,RQS_layered
10049,4.9004900490049,H,0.10518897529418082,0.5,RQS_layered
10050,5.000500050005,H,0.10921471533333223,0.5,RQS_layered
10051,5.1005100510051005,H,0.11325511404275763,0.5,RQS_layered
10052,5.2005200520052,H,0.11730876738515295,0.5,RQS_layered
10053,5.3005300530053,H,0.12137439522324422,0.5,RQS_layered
10054,5.4005400540054005,H,0.12545081219969706,0.5,RQS_layered
10055,5.5005500550055,H,0.12953693272535416,0.5,RQS_layered
10056,5.6005600560056,H,0.1336317846249925,0.5,RQS_layered
10057,5.7005700570057005,H,0.13773445747283097,0.5,RQS_layered
10058,5.8005800580058,H,0.14184411004180264,0.5,RQS_layered
10059,5.9005900590059,H,0.14595998849179614,0.5,RQS_layered
10060,6.0006000600060005,H,0.15008138789867137,0.5,RQS_layered
10061,6.1006100610061,H,0.1542076520196804,0.5,RQS_layered
10062,6.2006200620062,H,0.15833818941119648,0.5,RQS_layered
10063,6.300630063006301,H,0.1624724496736323,0.5,RQS_layered
10064,6.4006400640064,H,0.16660991747635925,0.5,RQS_layered
10065,6.5006500650065,H,0.17075012381397747,0.5,RQS_layered
10066,6.600660066006601,H,0.17489263491422513,0.5,RQS_layered
10067,6.7006700670067,H,0.17903704293397182,0.5,RQS_layered
10068,6.8006800680068,H,0.18318297263303912,0.5,RQS_layered
10069,6.900690069006901,H,0.18733007897295656,0.5,RQS_layered
10070,7.000700070007,H,0.1914780364886111,0.5,RQS_layered
10071,7.1007100710071,H,0.19562654445764888,0.5,RQS_layered
10072,7.200720072007201,H,0.1997753287855216,0.5,RQS_layered
10073,7.3007300730073,H,0.2039241271654048,0.5,RQS_layered
10074,7.4007400740074,H,0.20807269116087748,0.5,RQS_layered
10075,7.500750075007501,H,0.21222078530530122,0.5,RQS_layered
10076,7.6007600760076,H,0.21636820583439426,0.5,RQS_layered
10077,7.7007700770077,H,0.22051475808476584,0.5,RQS_layered
