,cp,plat,vmax
0,0.5,0.6158482110660264,0.1
1,0.9008241153272055,0.29763514416313175,0.1
2,1.622968173510085,0.29763514416313175,0.1
3,2.9240177382128656,0.29763514416313175,0.1
4,5.268051384453321,0.29763514416313175,0.1
5,9.491175455796848,0.29763514416313175,0.1
6,17.09975946676696,0.29763514416313175,0.1
7,30.807751387916714,0.29763514416313175,0.1
8,55.504730778481125,0.29763514416313175,0.1
9,100.0,0.29763514416313175,0.1
0,0.5,0.42813323987193935,0.21544346900318834
1,0.9008241153272055,0.20691380811147897,0.21544346900318834
2,1.622968173510085,0.20691380811147897,0.21544346900318834
3,2.9240177382128656,0.20691380811147897,0.21544346900318834
4,5.268051384453321,0.20691380811147897,0.21544346900318834
5,9.491175455796848,0.20691380811147897,0.21544346900318834
6,17.09975946676696,0.20691380811147897,0.21544346900318834
7,30.807751387916714,0.20691380811147897,0.21544346900318834
8,55.504730778481125,0.20691380811147897,0.21544346900318834
9,100.0,0.20691380811147897,0.21544346900318834
0,0.5,0.29763514416313175,0.46415888336127786
1,0.9008241153272055,0.14384498882876628,0.46415888336127786
2,1.622968173510085,0.14384498882876628,0.46415888336127786
3,2.9240177382128656,0.14384498882876628,0.46415888336127786
4,5.268051384453321,0.14384498882876628,0.46415888336127786
5,9.491175455796848,0.14384498882876628,0.46415888336127786
6,17.09975946676696,0.14384498882876628,0.46415888336127786
7,30.807751387916714,0.14384498882876628,0.46415888336127786
8,55.504730778481125,0.14384498882876628,0.46415888336127786
9,100.0,0.14384498882876628,0.46415888336127786
0,0.5,0.20691380811147897,1.0
1,0.9008241153272055,0.1,1.0
2,1.622968173510085,0.1,1.0
3,2.9240177382128656,0.1,1.0
4,5.268051384453321,0.1,1.0
5,9.491175455796848,0.1,1.0
6,17.09975946676696,0.1,1.0
7,30.807751387916714,0.1,1.0
8,55.504730778481125,0.1,1.0
9,100.0,0.1,1.0
0,0.5,0.20691380811147897,2.1544346900318834
1,0.9008241153272055,0.1,2.1544346900318834
2,1.622968173510085,0.1,2.1544346900318834
3,2.9240177382128656,0.1,2.1544346900318834
4,5.268051384453321,0.1,2.1544346900318834
5,9.491175455796848,0.1,2.1544346900318834
6,17.09975946676696,0.1,2.1544346900318834
7,30.807751387916714,0.1,2.1544346900318834
8,55.504730778481125,0.1,2.1544346900318834
9,100.0,0.1,2.1544346900318834
0,0.5,0.20691380811147897,4.6415888336127775
1,0.9008241153272055,0.1,4.6415888336127775
2,1.622968173510085,0.1,4.6415888336127775
3,2.9240177382128656,0.1,4.6415888336127775
4,5.268051384453321,0.1,4.6415888336127775
5,9.491175455796848,0.1,4.6415888336127775
6,17.09975946676696,0.1,4.6415888336127775
7,30.807751387916714,0.1,4.6415888336127775
8,55.504730778481125,0.1,4.6415888336127775
9,100.0,0.1,4.6415888336127775
0,0.5,0.20691380811147897,10.0
1,0.9008241153272055,0.1,10.0
2,1.622968173510085,0.1,10.0
3,2.9240177382128656,0.1,10.0
4,5.268051384453321,0.1,10.0
5,9.491175455796848,0.1,10.0
6,17.09975946676696,0.1,10.0
7,30.807751387916714,0.1,10.0
8,55.504730778481125,0.1,10.0
9,100.0,0.1,10.0
0,0.5,0.14384498882876628,21.54434690031882
1,0.9008241153272055,0.1,21.54434690031882
2,1.622968173510085,0.1,21.54434690031882
3,2.9240177382128656,0.1,21.54434690031882
4,5.268051384453321,0.1,21.54434690031882
5,9.491175455796848,0.1,21.54434690031882
6,17.09975946676696,0.1,21.54434690031882
7,30.807751387916714,0.1,21.54434690031882
8,55.504730778481125,0.1,21.54434690031882
9,100.0,0.1,21.54434690031882
0,0.5,0.14384498882876628,46.41588833612777
1,0.9008241153272055,0.1,46.41588833612777
2,1.622968173510085,0.1,46.41588833612777
3,2.9240177382128656,0.1,46.41588833612777
4,5.268051384453321,0.1,46.41588833612777
5,9.491175455796848,0.1,46.41588833612777
6,17.09975946676696,0.1,46.41588833612777
7,30.807751387916714,0.1,46.41588833612777
8,55.504730778481125,0.1,46.41588833612777
9,100.0,0.1,46.41588833612777
0,0.5,0.14384498882876628,100.0
1,0.9008241153272055,0.1,100.0
2,1.622968173510085,0.1,100.0
3,2.9240177382128656,0.1,100.0
4,5.268051384453321,0.1,100.0
5,9.491175455796848,0.1,100.0
6,17.09975946676696,0.1,100.0
7,30.807751387916714,0.1,100.0
8,55.504730778481125,0.1,100.0
9,100.0,0.1,100.0
