,cp,plat,vmax
0,0.0,0.1,0.0
1,0.2222222222222222,0.1,0.0
2,0.4444444444444444,0.1,0.0
3,0.6666666666666666,0.1,0.0
4,0.8888888888888888,0.1,0.0
5,1.1111111111111112,0.1,0.0
6,1.3333333333333333,0.1,0.0
7,1.5555555555555554,0.1,0.0
8,1.7777777777777777,0.1,0.0
9,2.0,0.1,0.0
0,0.0,100.0,0.5555555555555556
1,0.2222222222222222,7.847599703514611,0.5555555555555556
2,0.4444444444444444,0.14384498882876628,0.5555555555555556
3,0.6666666666666666,0.14384498882876628,0.5555555555555556
4,0.8888888888888888,0.14384498882876628,0.5555555555555556
5,1.1111111111111112,0.14384498882876628,0.5555555555555556
6,1.3333333333333333,0.14384498882876628,0.5555555555555556
7,1.5555555555555554,0.14384498882876628,0.5555555555555556
8,1.7777777777777777,0.14384498882876628,0.5555555555555556
9,2.0,0.14384498882876628,0.5555555555555556
0,0.0,100.0,1.1111111111111112
1,0.2222222222222222,7.847599703514611,1.1111111111111112
2,0.4444444444444444,0.14384498882876628,1.1111111111111112
3,0.6666666666666666,0.14384498882876628,1.1111111111111112
4,0.8888888888888888,0.14384498882876628,1.1111111111111112
5,1.1111111111111112,0.14384498882876628,1.1111111111111112
6,1.3333333333333333,0.14384498882876628,1.1111111111111112
7,1.5555555555555554,0.14384498882876628,1.1111111111111112
8,1.7777777777777777,0.14384498882876628,1.1111111111111112
9,2.0,0.14384498882876628,1.1111111111111112
0,0.0,100.0,1.6666666666666667
1,0.2222222222222222,7.847599703514611,1.6666666666666667
2,0.4444444444444444,0.14384498882876628,1.6666666666666667
3,0.6666666666666666,0.14384498882876628,1.6666666666666667
4,0.8888888888888888,0.14384498882876628,1.6666666666666667
5,1.1111111111111112,0.14384498882876628,1.6666666666666667
6,1.3333333333333333,0.14384498882876628,1.6666666666666667
7,1.5555555555555554,0.14384498882876628,1.6666666666666667
8,1.7777777777777777,0.14384498882876628,1.6666666666666667
9,2.0,0.14384498882876628,1.6666666666666667
0,0.0,100.0,2.2222222222222223
1,0.2222222222222222,7.847599703514611,2.2222222222222223
2,0.4444444444444444,0.14384498882876628,2.2222222222222223
3,0.6666666666666666,0.14384498882876628,2.2222222222222223
4,0.8888888888888888,0.14384498882876628,2.2222222222222223
5,1.1111111111111112,0.14384498882876628,2.2222222222222223
6,1.3333333333333333,0.14384498882876628,2.2222222222222223
7,1.5555555555555554,0.14384498882876628,2.2222222222222223
8,1.7777777777777777,0.14384498882876628,2.2222222222222223
9,2.0,0.14384498882876628,2.2222222222222223
0,0.0,100.0,2.7777777777777777
1,0.2222222222222222,7.847599703514611,2.7777777777777777
2,0.4444444444444444,0.14384498882876628,2.7777777777777777
3,0.6666666666666666,0.14384498882876628,2.7777777777777777
4,0.8888888888888888,0.14384498882876628,2.7777777777777777
5,1.1111111111111112,0.14384498882876628,2.7777777777777777
6,1.3333333333333333,0.14384498882876628,2.7777777777777777
7,1.5555555555555554,0.14384498882876628,2.7777777777777777
8,1.7777777777777777,0.14384498882876628,2.7777777777777777
9,2.0,0.14384498882876628,2.7777777777777777
0,0.0,100.0,3.3333333333333335
1,0.2222222222222222,7.847599703514611,3.3333333333333335
2,0.4444444444444444,0.14384498882876628,3.3333333333333335
3,0.6666666666666666,0.14384498882876628,3.3333333333333335
4,0.8888888888888888,0.14384498882876628,3.3333333333333335
5,1.1111111111111112,0.14384498882876628,3.3333333333333335
6,1.3333333333333333,0.14384498882876628,3.3333333333333335
7,1.5555555555555554,0.14384498882876628,3.3333333333333335
8,1.7777777777777777,0.14384498882876628,3.3333333333333335
9,2.0,0.14384498882876628,3.3333333333333335
0,0.0,100.0,3.8888888888888893
1,0.2222222222222222,7.847599703514611,3.8888888888888893
2,0.4444444444444444,0.14384498882876628,3.8888888888888893
3,0.6666666666666666,0.14384498882876628,3.8888888888888893
4,0.8888888888888888,0.14384498882876628,3.8888888888888893
5,1.1111111111111112,0.14384498882876628,3.8888888888888893
6,1.3333333333333333,0.14384498882876628,3.8888888888888893
7,1.5555555555555554,0.14384498882876628,3.8888888888888893
8,1.7777777777777777,0.14384498882876628,3.8888888888888893
9,2.0,0.14384498882876628,3.8888888888888893
0,0.0,100.0,4.444444444444445
1,0.2222222222222222,7.847599703514611,4.444444444444445
2,0.4444444444444444,0.14384498882876628,4.444444444444445
3,0.6666666666666666,0.14384498882876628,4.444444444444445
4,0.8888888888888888,0.14384498882876628,4.444444444444445
5,1.1111111111111112,0.14384498882876628,4.444444444444445
6,1.3333333333333333,0.14384498882876628,4.444444444444445
7,1.5555555555555554,0.14384498882876628,4.444444444444445
8,1.7777777777777777,0.14384498882876628,4.444444444444445
9,2.0,0.14384498882876628,4.444444444444445
0,0.0,100.0,5.0
1,0.2222222222222222,7.847599703514611,5.0
2,0.4444444444444444,0.14384498882876628,5.0
3,0.6666666666666666,0.14384498882876628,5.0
4,0.8888888888888888,0.14384498882876628,5.0
5,1.1111111111111112,0.14384498882876628,5.0
6,1.3333333333333333,0.14384498882876628,5.0
7,1.5555555555555554,0.14384498882876628,5.0
8,1.7777777777777777,0.14384498882876628,5.0
9,2.0,0.14384498882876628,5.0
