,vmax,rob_gamma,cp
0,0.1,1.4763339655069494,0.5
1,0.16378937069540642,1.4024903709335867,0.5
2,0.2682695795279726,1.3603365667851204,0.5
3,0.43939705607607904,1.3352161774042968,0.5
4,0.7196856730011519,1.3203536660868889,0.5
5,1.1787686347935873,1.3135842888772948,0.5
6,1.9306977288832496,1.3123316074898057,0.5
7,3.1622776601683795,1.316129021525299,0.5
8,5.17947467923121,1.3253070218843002,0.5
9,8.483428982440717,1.3431058282493364,0.5
10,13.894954943731374,1.3727547672055964,0.5
11,22.758459260747887,1.4249639971429142,0.5
12,37.27593720314938,1.509384874581388,0.5
13,61.054022965853264,1.6536845106922669,0.5
14,100.0,1.90586366323676,0.5
0,0.1,1.500068212562017,0.7300108075456557
1,0.16378937069540642,1.3735073872155752,0.7300108075456557
2,0.2682695795279726,1.3086370220180883,0.7300108075456557
3,0.43939705607607904,1.2702977371159725,0.7300108075456557
4,0.7196856730011519,1.2446495087458145,0.7300108075456557
5,1.1787686347935873,1.2252785065242373,0.7300108075456557
6,1.9306977288832496,1.2090998151940109,0.7300108075456557
7,3.1622776601683795,1.1954133628964163,0.7300108075456557
8,5.17947467923121,1.1808905364341424,0.7300108075456557
9,8.483428982440717,1.163680425869127,0.7300108075456557
10,13.894954943731374,1.1412219788164741,0.7300108075456557
11,22.758459260747887,1.1110266514866618,0.7300108075456557
12,37.27593720314938,1.073271087979134,0.7300108075456557
13,61.054022965853264,1.0931841398540663,0.7300108075456557
14,100.0,1.2079136364923282,0.7300108075456557
0,0.1,1.8080823648716453,1.0658315582669209
1,0.16378937069540642,1.5756275103386967,1.0658315582669209
2,0.2682695795279726,1.4660990445212772,1.0658315582669209
3,0.43939705607607904,1.405865727543345,1.0658315582669209
4,0.7196856730011519,1.368642877258755,1.0658315582669209
5,1.1787686347935873,1.3432233948222103,1.0658315582669209
6,1.9306977288832496,1.32402950756207,1.0658315582669209
7,3.1622776601683795,1.3078391730694163,1.0658315582669209
8,5.17947467923121,1.2924117745284773,1.0658315582669209
9,8.483428982440717,1.2757304290570077,1.0658315582669209
10,13.894954943731374,1.2553513941454468,1.0658315582669209
11,22.758459260747887,1.2275476039966455,1.0658315582669209
12,37.27593720314938,1.186303879838792,1.0658315582669209
13,61.054022965853264,1.1254514073936406,1.0658315582669209
14,100.0,1.0552579887603508,1.0658315582669209
0,0.1,1.8200498962518739,1.556137113116159
1,0.16378937069540642,1.5830956816783892,1.556137113116159
2,0.2682695795279726,1.471768447036147,1.556137113116159
3,0.43939705607607904,1.410688737147914,1.556137113116159
4,0.7196856730011519,1.3730369647795488,1.556137113116159
5,1.1787686347935873,1.3474095253333065,1.556137113116159
6,1.9306977288832496,1.3281477164589004,1.556137113116159
7,3.1622776601683795,1.311997720927671,1.556137113116159
8,5.17947467923121,1.296714555602538,1.556137113116159
9,8.483428982440717,1.2802992865600265,1.556137113116159
10,13.894954943731374,1.26035327629334,1.556137113116159
11,22.758459260747887,1.23323735203302,1.556137113116159
12,37.27593720314938,1.193096610325281,1.556137113116159
13,61.054022965853264,1.1340228040169953,1.556137113116159
14,100.0,1.0664762092576914,1.556137113116159
0,0.1,1.8203587685761586,2.2719938211953856
1,0.16378937069540642,1.583288078235524,2.2719938211953856
2,0.2682695795279726,1.471914368438013,2.2719938211953856
3,0.43939705607607904,1.4108128224667609,2.2719938211953856
4,0.7196856730011519,1.3731500014555413,2.2719938211953856
5,1.1787686347935873,1.3475172209846145,2.2719938211953856
6,1.9306977288832496,1.3282536906441895,2.2719938211953856
7,3.1622776601683795,1.312104777304579,2.2719938211953856
8,5.17947467923121,1.296825393031167,2.2719938211953856
9,8.483428982440717,1.2804170816647948,2.2719938211953856
10,13.894954943731374,1.2604823987091407,2.2719938211953856
11,22.758459260747887,1.2333844983964597,2.2719938211953856
12,37.27593720314938,1.1932727312630393,2.2719938211953856
13,61.054022965853264,1.1342457271764668,2.2719938211953856
14,100.0,1.0667683979573834,2.2719938211953856
0,0.1,1.8203666326183459,3.317160088299168
1,0.16378937069540642,1.5832929765492278,3.317160088299168
2,0.2682695795279726,1.4719180833650303,3.317160088299168
3,0.43939705607607904,1.4108159815094548,3.317160088299168
4,0.7196856730011519,1.37315287920637,3.317160088299168
5,1.1787686347935873,1.3475199625942804,3.317160088299168
6,1.9306977288832496,1.328256388616084,3.317160088299168
7,3.1622776601683795,1.3121075028576425,3.317160088299168
8,5.17947467923121,1.2968282148764754,3.317160088299168
9,8.483428982440717,1.2804200807693158,3.317160088299168
10,13.894954943731374,1.2604856862744902,3.317160088299168
11,22.758459260747887,1.2333882450142675,3.317160088299168
12,37.27593720314938,1.1932772159567138,3.317160088299168
13,61.054022965853264,1.1342514044778156,3.317160088299168
14,100.0,1.066775838576458,3.317160088299168
0,0.1,1.8203668328431148,4.843125429634986
1,0.16378937069540642,1.5832931012378983,4.843125429634986
2,0.2682695795279726,1.4719181779863069,4.843125429634986
3,0.43939705607607904,1.410816061912676,4.843125429634986
4,0.7196856730011519,1.3731529524502268,4.843125429634986
5,1.1787686347935873,1.3475200325497698,4.843125429634986
6,1.9306977288832496,1.3282564572824742,4.843125429634986
7,3.1622776601683795,1.3121075722278197,4.843125429634986
8,5.17947467923121,1.29682828669717,4.843125429634986
9,8.483428982440717,1.2804201570895066,4.843125429634986
10,13.894954943731374,1.260485769951116,4.843125429634986
11,22.758459260747887,1.2333883403733659,4.843125429634986
12,37.27593720314938,1.1932773301007054,4.843125429634986
13,61.054022965853264,1.1342515485600517,4.843125429634986
14,100.0,1.066776027895499,4.843125429634986
0,0.1,1.8203668379373636,7.071067811865475
1,0.16378937069540642,1.5832931044086092,7.071067811865475
2,0.2682695795279726,1.471918180393007,7.071067811865475
3,0.43939705607607904,1.4108160639590754,7.071067811865475
4,0.7196856730011519,1.3731529543143903,7.071067811865475
5,1.1787686347935873,1.3475200342583493,7.071067811865475
6,1.9306977288832496,1.3282564590327717,7.071067811865475
7,3.1622776601683795,1.3121075739988473,7.071067811865475
8,5.17947467923121,1.296828288494775,7.071067811865475
9,8.483428982440717,1.2804201590331628,7.071067811865475
10,13.894954943731374,1.2604857721012397,7.071067811865475
11,22.758459260747887,1.233388342800464,7.071067811865475
12,37.27593720314938,1.1932773330058284,7.071067811865475
13,61.054022965853264,1.1342515522365761,7.071067811865475
14,100.0,1.0667760332712062,7.071067811865475
0,0.1,1.820366838043809,10.323911847100018
1,0.16378937069540642,1.5832931044893765,10.323911847100018
2,0.2682695795279726,1.471918180453935,10.323911847100018
3,0.43939705607607904,1.4108160640138783,10.323911847100018
4,0.7196856730011519,1.3731529543615595,10.323911847100018
5,1.1787686347935873,1.3475200343708449,10.323911847100018
6,1.9306977288832496,1.3282564590772472,10.323911847100018
7,3.1622776601683795,1.3121075740383377,10.323911847100018
8,5.17947467923121,1.2968282885851246,10.323911847100018
9,8.483428982440717,1.2804201591094042,10.323911847100018
10,13.894954943731374,1.2604857721328822,10.323911847100018
11,22.758459260747887,1.233388342862234,10.323911847100018
12,37.27593720314938,1.1932773330797164,10.323911847100018
13,61.054022965853264,1.1342515523343017,10.323911847100018
14,100.0,1.066776033410556,10.323911847100018
0,0.1,1.8203668380586002,15.073134449063293
1,0.16378937069540642,1.5832931044912337,15.073134449063293
2,0.2682695795279726,1.4719181804554717,15.073134449063293
3,0.43939705607607904,1.410816064012486,15.073134449063293
4,0.7196856730011519,1.3731529543628682,15.073134449063293
5,1.1787686347935873,1.3475200343697176,15.073134449063293
6,1.9306977288832496,1.3282564588767025,15.073134449063293
7,3.1622776601683795,1.312107574044207,15.073134449063293
8,5.17947467923121,1.2968282885725633,15.073134449063293
9,8.483428982440717,1.2804201590747775,15.073134449063293
10,13.894954943731374,1.2604857721223175,15.073134449063293
11,22.758459260747887,1.2333883428638086,15.073134449063293
12,37.27593720314938,1.1932773331394928,15.073134449063293
13,61.054022965853264,1.1342515523430765,15.073134449063293
14,100.0,1.0667760333639589,15.073134449063293
0,0.1,1.8203668380724582,22.007102102809874
1,0.16378937069540642,1.583293104518156,22.007102102809874
2,0.2682695795279726,1.471918180468893,22.007102102809874
3,0.43939705607607904,1.4108160640125202,22.007102102809874
4,0.7196856730011519,1.373152954363074,22.007102102809874
5,1.1787686347935873,1.3475200343720155,22.007102102809874
